date,q_predicted,Store,prediction_datetime
2022-01-11 07:30:00,4.225155387869609,9.0,2022-07-15 00:52:22.438772
2022-01-11 08:00:00,6.118814912386114,1.0,2022-07-15 00:52:22.438772
2022-01-11 08:00:00,7.773286336397462,5.0,2022-07-15 00:52:22.438772
2022-01-11 08:00:00,3.5979219095694575,9.0,2022-07-15 00:52:22.438772
2022-01-11 08:30:00,6.377647654892726,1.0,2022-07-15 00:52:22.438772
2022-01-11 08:30:00,8.07143462906653,5.0,2022-07-15 00:52:22.438772
2022-01-11 08:30:00,3.033284742386595,9.0,2022-07-15 00:52:22.438772
2022-01-11 09:00:00,6.618967251141541,1.0,2022-07-15 00:52:22.438772
2022-01-11 09:00:00,9.133798182947459,5.0,2022-07-15 00:52:22.438772
2022-01-11 09:00:00,2.8037063579650763,9.0,2022-07-15 00:52:22.438772
2022-01-11 09:30:00,6.9336281133822055,1.0,2022-07-15 00:52:22.438772
2022-01-11 09:30:00,11.202574926776208,5.0,2022-07-15 00:52:22.438772
2022-01-11 09:30:00,4.511741839692895,9.0,2022-07-15 00:52:22.438772
2022-01-11 10:00:00,9.736180822828288,1.0,2022-07-15 00:52:22.438772
2022-01-11 10:00:00,13.564825964200566,5.0,2022-07-15 00:52:22.438772
2022-01-11 10:00:00,5.9778113773426895,9.0,2022-07-15 00:52:22.438772
2022-01-11 10:30:00,10.700709471178996,1.0,2022-07-15 00:52:22.438772
2022-01-11 10:30:00,15.789919238780243,5.0,2022-07-15 00:52:22.438772
2022-01-11 10:30:00,6.320616258336948,9.0,2022-07-15 00:52:22.438772
2022-01-11 11:00:00,14.216195185781807,1.0,2022-07-15 00:52:22.438772
2022-01-11 11:00:00,21.038080866051814,5.0,2022-07-15 00:52:22.438772
2022-01-11 11:00:00,10.259676790576368,9.0,2022-07-15 00:52:22.438772
2022-01-11 11:30:00,13.930506306011054,1.0,2022-07-15 00:52:22.438772
